Meas_number,date_time,time_datum,measurment_used,who,measuring_agency,stream_flow_cfs,stream_flow_cms,gage_height_ft,gage_height_m,gh_change_ft,meas_duration_hr,meas_rating,control,flow_adjust_code,channel_number,channel_name,meas_type,stream_flow_method,velocity_method,channel_flow_cfs,channel_flow_m3s,channel_width_ft,channel_width_m,channel_area_sqft,channel_area_m2,channel_vel_fts,channel_velocity_ms,channel_stability,channel_material,channel_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,channel_loc_code,channel_loc_dist_ft
345,4/6/1964 13:05,CST,Yes,Ric,USGS,11200,317.14816,12.5,3.809814081,0.45,1.3,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,11200,317.1456888,348,106.065224,3160,293.5711631,3.54,1.078939348,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
344,3/18/1964 14:55,CST,Yes,Ric,USGS,485,13.733648,3.42,1.042365133,0,0.6,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,485,13.73354099,200,60.9570253,213,19.78818283,2.28,0.694910088,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
343,2/12/1964 8:45,CST,Yes,Ric,USGS,92.4,2.61647232,2.62,0.798537031,0,1.3,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,92.4,2.616451933,114,34.74550442,70.2,6.52173913,1.32,0.402316367,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
342,1/6/1964 11:35,CST,Yes,JA,USGS,76.4,2.16340352,2.59,0.789393478,0,0.7,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,76.4,2.163386663,117,35.6598598,110,10.21924935,0.69,0.210301737,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
341,12/4/1963 10:10,CST,Yes,Ric,USGS,78,2.2087104,2.57,0.783297775,0,0.6,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,78,2.20869319,41,12.49619019,32.2,2.991452991,2.42,0.737580006,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
340,10/29/1963 9:45,CST,Yes,Ric,USGS,54.1,1.53193888,2.28,0.694910088,0,0.4,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,54.1,1.531926943,42,12.80097531,27.8,2.582683017,1.95,0.594330997,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
339,10/4/1963 8:30,CDT,Yes,EAR,USGS,41.3,1.16948384,2,0.609570253,0,0.8,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,41.3,1.169474727,10,3.047851265,37.4,3.474544779,1.1,0.335263639,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
338,9/24/1963 16:15,CDT,Yes,Ric,USGS,47.5,1.345048,2.07,0.630905212,0,0.5,Unspecified,,NONE,1,Imported Channel 1,WADE,unspe,unkno,47.5,1.345037519,48,14.62968607,36.2,3.363062059,1.31,0.399268516,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
337,8/19/1963 14:31,CDT,Yes,JA,USGS,91.1,2.57966048,2.31,0.704053642,0,0.7,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,91.1,2.579640379,55,16.76318196,34,3.158677072,2.68,0.816824139,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
336,7/15/1963 16:00,CDT,Yes,Mer/Gra,USGS,193,5.4651424,2.64,0.804632734,-0.01,0.8,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,193,5.465099816,88,26.82109113,64.1,5.955035303,3.01,0.917403231,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
335,6/10/1963 11:20,CDT,Yes,Ric,USGS,434,12.2894912,3.25,0.990551661,0,0.8,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,434,12.28939544,145,44.19384334,289,26.84875511,1.5,0.45717769,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
334,5/28/1963 12:55,CDT,Yes,MEJ,USGS,15700,444.57376,15.75,4.800365742,-0.5,1.6,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,15700,444.5702959,476,145.0777202,4900,455.2211074,3.2,0.975312405,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
333,5/27/1963 16:45,CDT,Yes,Mew,USGS,23400,662.61312,19.1,5.821395916,0.71,3.3,Poor,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,23400,662.607957,563,171.5940262,6960,646.599777,3.36,1.024078025,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
332,5/6/1963 14:05,CDT,Yes,Mcd,USGS,269,7.6172192,2.84,0.865589759,0,0.8,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,269,7.617159847,118,35.96464493,126,11.70568562,2.13,0.649192319,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
331,4/1/1963 14:15,CST,Yes,EEG,USGS,1410,39.926688,4.62,1.408107284,0,1,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1410,39.92637689,219,66.7479427,844,78.40951319,1.67,0.508991161,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
330,2/26/1963 11:55,CST,Yes,Ric,USGS,124,3.5112832,2.49,0.758914965,0,0.5,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,124,3.51125584,110,33.52636391,114,10.59085842,1.09,0.332215788,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
329,1/21/1963 10:40,CST,Yes,Ric,USGS,232,6.5694976,2.94,0.896068272,-0.05,0.8,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,232,6.569446411,140,42.66991771,129,11.98439242,1.8,0.548613228,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
328,12/15/1962 9:38,CST,Yes,Ric,USGS,133,3.7661344,2.53,0.77110637,0,0.3,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,133,3.766105055,115,35.05028955,166,15.42177629,0.8,0.243828101,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
327,11/18/1962 15:45,CST,Yes,Ric,USGS,177,5.0120736,2.68,0.816824139,0,0.5,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,177,5.012034546,120,36.57421518,154,14.30694909,1.15,0.350502895,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
326,10/22/1962 16:20,CDT,Yes,Ric,USGS,484,13.7053312,3.41,1.039317281,0,0.5,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,484,13.70522441,180,54.86132277,226,20.9959123,2.14,0.652240171,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
325,9/18/1962 11:25,CDT,Yes,JA /JR,USGS,310,8.778208,3.06,0.932642487,0,1,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,310,8.778139601,146,44.49862847,234,21.73913043,1.32,0.402316367,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
324,8/13/1962 12:45,CDT,Yes,MEJ,USGS,60.5,1.7131664,2.33,0.710149345,0,1.5,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,60.5,1.713153051,45,13.71533069,43.6,4.050538833,1.39,0.423651326,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
323,7/4/1962 14:00,CDT,Yes,MEJ,USGS,271,7.6738528,3,0.914355379,-0.01,1.2,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,271,7.673793006,147,44.80341359,235,21.8320327,1.15,0.350502895,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
322,6/4/1962 11:15,CDT,Yes,EAR,USGS,434,12.2894912,3.31,1.008838769,0,0.8,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,434,12.28939544,152,46.32733923,264,24.52619844,1.64,0.499847607,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
321,4/16/1962 16:41,CST,Yes,MEJ,USGS,1330,37.661344,4.44,1.353245962,-0.01,1.3,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1330,37.66105055,222,67.66229808,774,71.90635452,1.72,0.524230418,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
320,2/26/1962 14:30,CST,Yes,MEJ,USGS,1450,41.05936,4.42,1.347150259,-0.01,1.2,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1450,41.05904007,210,64.00487656,414,38.46153846,3.5,1.066747943,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
319,1/26/1962 13:40,CST,Yes,MEJ,USGS,2620,74.190016,5.76,1.755562329,0.06,2,Fair,IceShore,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2620,74.18943792,258,78.63456263,828,76.92307692,3.16,0.963121,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
318,11/27/1961 14:05,CST,Yes,Kam,USGS,216,6.1164288,2.81,0.856446205,0,0.8,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,216,6.116381141,58,17.67753734,79.6,7.395020438,2.71,0.825967693,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
317,10/7/1961 13:30,CDT,Yes,Kam,USGS,96.5,2.7325712,2.42,0.737580006,0,1.3,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,96.5,2.732549908,56,17.06796708,65,6.038647343,1.48,0.451081987,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
316,9/19/1961 8:00,CDT,Yes,EAR,USGS,178,5.0403904,2.65,0.807680585,0,,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,178,5.040351126,117,35.6598598,118,10.96246748,1.51,0.460225541,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
315,9/5/1961 10:20,CDT,Yes,EAR,USGS,128,3.6245504,2.52,0.768058519,0,0.7,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,128,3.624522158,47,14.32490094,49.4,4.589371981,2.59,0.789393478,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
314,8/8/1961 14:00,CDT,Yes,JA,USGS,264,7.4756352,2.95,0.899116123,0,2,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,264,7.47557695,147,44.80341359,139,12.91341509,1.9,0.57909174,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
313,6/27/1961 12:50,CDT,Yes,JDN,USGS,249,7.0508832,2.99,0.911307528,0,0.9,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,249,7.05082826,146,44.49862847,212,19.69528056,1.18,0.359646449,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
312,5/25/1961 16:40,CDT,Yes,CDG,USGS,2170,61.447456,5.21,1.587930509,-0.04,1.3,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2170,61.44697721,214,65.22401707,924,85.84169454,2.35,0.716245047,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
311,5/4/1961 15:20,CDT,Yes,JDN,USGS,3360,95.144448,6.62,2.017677537,-0.07,1.7,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3360,95.14370664,295,89.91161231,1030,95.68933482,3.25,0.990551661,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
310,3/27/1961 14:15,CST,Yes,JA,USGS,1620,45.873216,4.76,1.450777202,-0.02,1.4,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1620,45.87285856,230,70.10057909,457,42.45633593,3.54,1.078939348,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
309,2/15/1961 12:20,CST,Yes,CDG,USGS,1060,30.015808,4.36,1.328863151,-0.01,1.3,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,1060,30.01557412,206,62.78573606,359,33.35191379,2.95,0.899116123,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
308,1/9/1961 11:55,CST,Yes,JPH,USGS,206,5.8332608,2.88,0.877781164,0,0.8,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,206,5.833215348,135,41.14599208,158,14.67855816,1.3,0.396220664,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
307,11/28/1960 13:05,CST,Yes,CDG,USGS,211,5.9748448,2.92,0.889972569,0,1.2,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,211,5.974798244,142,43.27948796,132,12.26309922,1.6,0.487656202,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
306,10/18/1960 10:20,CDT,Yes,CDG,USGS,75.4,2.13508672,2.4,0.731484304,0,0.8,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,75.4,2.135070084,40,12.19140506,27.7,2.573392791,2.72,0.829015544,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
305,9/29/1960 9:30,CDT,Yes,CDG,USGS,84.1,2.38144288,2.45,0.74672356,0,0.8,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,84.1,2.381424324,39,11.88661993,29.7,2.759197324,2.83,0.862541908,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
304,8/22/1960 11:15,CDT,Yes,EAR,USGS,115,3.256432,2.57,0.783297775,0,1,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,115,3.256406626,109,33.22157879,113,10.49795615,1.02,0.310880829,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
303,6/22/1960 16:25,CDT,Yes,JA/,USGS,105,2.973264,2.55,0.777202073,0,0.8,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,105,2.973240833,50,15.23925632,55.7,5.174656262,1.89,0.576043889,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
302,6/13/1960 13:40,CDT,Yes,JPH,USGS,218,6.1730624,2.93,0.893020421,0,1.1,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,218,6.1730143,140,42.66991771,162,15.05016722,1.35,0.411459921,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
301,5/16/1960 15:45,CDT,Yes,ehs/mej,USGS,653,18.4908704,3.78,1.152087778,0,0.8,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,653,18.49072632,202,61.56659555,357,33.16610925,1.73,0.527278269,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
300,4/11/1960 12:45,CST,Yes,JA,USGS,540,15.291072,3.7,1.127704968,0,1.3,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,540,15.29095285,205,62.48095093,269,24.99070977,2.01,0.612618104,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
299,3/23/1960 14:10,CST,Yes,JA,USGS,2860,80.986048,6.18,1.883572082,-0.05,1.3,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2860,80.98541696,296,90.21639744,903,83.89074693,3.17,0.966168851,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
298,2/29/1960 14:30,CST,Yes,JPH,USGS,376,10.6471168,3.33,1.014934471,0,1.2,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,376,10.64703384,145,44.19384334,214,19.8810851,1.76,0.536421823,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
297,1/26/1960 13:05,CST,Yes,CDG,USGS,597,16.9051296,3.7,1.127704968,0,1.3,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,597,16.90499788,205,62.48095093,274,25.45522111,2.18,0.664431576,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
296,12/31/1959 13:55,CST,Yes,LDH/CDG,USGS,2100,59.46528,5.19,1.581834806,-0.02,1.6,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2100,59.46481665,266,81.07284365,1010,93.83128948,2.11,0.643096617,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
295,11/21/1959 9:15,CST,Yes,JDN,USGS,329,9.3162272,3.26,0.993599512,,,Fair,VegetationLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,329,9.316154609,150,45.71776897,259,24.06168711,1.27,0.387077111,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
294,10/13/1959 15:05,CDT,Yes,JA,USGS,694,19.6518592,3.86,1.176470588,0,1.4,Good,DebrisHeavy,NONE,1,Imported Channel 1,WADE,unspe,unkno,694,19.65170607,200,60.9570253,268,24.89780751,2.59,0.789393478,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
293,9/8/1959 14:05,CDT,Yes,CDG,USGS,114,3.2281152,2.6,0.792441329,-0.01,1.1,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,114,3.228090047,54,16.45839683,35.9,3.335191379,3.17,0.966168851,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
292,8/8/1959 9:35,CDT,Yes,EHS,USGS,140,3.964352,2.67,0.813776288,0,1,Good,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,140,3.96432111,113,34.44071929,141,13.09921962,0.99,0.301737275,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
291,6/22/1959 15:25,CDT,Yes,cdg,USGS,418,11.8364224,3.47,1.057604389,0.06,1.3,Fair,DebrisHeavy,NONE,1,Imported Channel 1,WADE,unspe,unkno,418,11.83633017,157,47.85126486,193,17.9301375,2.17,0.661383724,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
290,5/18/1959 15:35,CDT,Yes,JA,USGS,3640,103.073152,6.92,2.109113075,-0.02,1.7,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3640,103.0723489,297,90.52118257,1160,107.7666295,3.14,0.957025297,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
289,4/11/1959 13:00,CST,Yes,JDN,USGS,566,16.0273088,3.67,1.118561414,0,1.3,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,566,16.02718392,195,59.43309966,248,23.03976217,2.28,0.694910088,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
288,3/12/1959 13:35,CST,Yes,Jas,USGS,3020,85.516736,6.38,1.944529107,0,2.4,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3020,85.51606966,266,81.07284365,920,85.47008547,3.28,0.999695215,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
287,1/28/1959 10:00,CST,Yes,CDG,USGS,1530,43.324704,4.26,1.298384639,0.01,1.9,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1530,43.32436642,198,60.34745504,390,36.23188406,3.92,1.194757696,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
286,12/20/1958 19:58,CST,Yes,JDL/CDG,USGS,205,5.804944,2.92,0.889972569,0,1.1,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,205,5.804898768,139,42.36513258,182,16.90821256,1.13,0.344407193,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
285,11/10/1958 10:10,CST,Yes,JPH,USGS,167,4.7289056,2.78,0.847302652,-0.01,0.8,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,167,4.728868753,118,35.96464493,138,12.82051282,1.21,0.368790003,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
284,10/7/1958 14:00,CDT,Yes,JA,USGS,272,7.7021696,3.15,0.960073148,0,1,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,272,7.702109585,143,43.58427309,168,15.60758082,1.62,0.493751905,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
283,9/8/1958 16:00,CDT,Yes,Jpl,USGS,719,20.3597792,3.84,1.170374886,-0.03,3,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,719,20.35962056,150,45.71776897,318,29.54292085,2.26,0.688814386,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
282,7/28/1958 9:25,CDT,Yes,CDG,USGS,1370,38.794016,4.44,1.353245962,-0.02,1.6,Poor,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1370,38.79371372,222,67.66229808,809,75.15793385,1.72,0.524230418,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
281,7/8/1958 16:30,CDT,Yes,JDN,USGS,16200,458.73216,14.84,4.523011277,1.38,1.8,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,16200,458.7285856,424,129.2288936,4710,437.5696767,3.44,1.048460835,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
280,5/26/1958 11:45,CDT,Yes,JEV,USGS,420,11.893056,3.44,1.048460835,0,1.3,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,420,11.89296333,135,41.14599208,160,14.86436269,2.62,0.798537031,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
279,4/22/1958 11:25,CST,Yes,JPH,USGS,582,16.4803776,3.7,1.127704968,0,1.4,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,582,16.48024919,160,48.76562024,288,26.75585284,2.02,0.615665956,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
278,3/15/1958 8:55,CST,Yes,JPH,USGS,2010,56.916768,5.3,1.61536117,0,1.2,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2010,56.91632451,213,64.91923194,766,71.16313638,2.7,0.822919842,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
277,3/3/1958 13:50,CST,Yes,Ale,USGS,1000,28.3168,4.14,1.261810424,-0.01,2.8,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1000,28.31657936,184,56.08046327,644,59.82905983,1.55,0.472416946,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
276,2/19/1958 15:45,CST,Yes,JEV,USGS,308,8.7215744,3.2,0.975312405,0,1,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,308,8.721506442,125,38.09814081,114,10.59085842,2.71,0.825967693,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
275,1/10/1958 9:50,CST,Yes,Ale,USGS,290,8.211872,3.18,0.969216702,0,1.9,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,290,8.211808014,118,35.96464493,108,10.03344482,2.69,0.81987199,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
274,1/3/1958 14:05,CST,Yes,Cor/Nel,USGS,432,12.2328576,3.46,1.054556538,0,1.1,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,432,12.23276228,136,41.4507772,167,15.51467856,2.58,0.786345626,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
273,12/18/1957 13:20,CST,Yes,EHS,USGS,47400,1342.21632,25.68,7.826882048,0.17,1.8,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,47400,1342.205862,648,197.500762,10700,994.0542549,4.43,1.35019811,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
272,12/18/1957 9:00,CST,Yes,EHS,USGS,42400,1200.63232,23.06,7.028345017,4.36,3.4,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,42400,1200.622965,633,192.9289851,9090,844.4816054,4.69,1.429442243,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
271,11/26/1957 14:00,CST,Yes,JEV,USGS,396,11.2134528,1.47,0.448034136,0,1.5,Poor,,NONE,1,Imported Channel 1,WADE,unspe,unkno,396,11.21336543,70,21.33495885,122,11.33407655,3.23,0.984455959,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
270,10/21/1957 14:00,CDT,Yes,EAR,USGS,69,1.9538592,0.35,0.106674794,0,1.4,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,69,1.953843976,36,10.97226455,37.4,3.474544779,1.84,0.560804633,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
269,10/17/1957 12:00,CDT,Yes,JPH,USGS,105,2.973264,0.57,0.173727522,0,1,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,105,2.973240833,90,27.43066138,54.5,5.063173541,2.04,0.621761658,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
268,8/12/1957 12:20,CDT,Yes,JPH,USGS,79.8,2.25968064,0.42,0.128009753,0,1.3,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,79.8,2.259663033,46,14.02011582,33,3.065774805,2.42,0.737580006,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
267,6/9/1957 14:50,CDT,Yes,Nel/Jon,USGS,337,9.5427616,1.41,0.429747028,0,1.5,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,337,9.542687243,88,26.82109113,98.6,9.160163508,3.42,1.042365133,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
266,6/4/1957 16:00,CDT,Yes,ALE/nEL,USGS,8460,239.560128,10.75,3.27644011,-0.33,1,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,8460,239.5582614,343,104.5412984,2640,245.2619844,3.2,0.975312405,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
265,5/1/1957 13:45,CDT,Yes,JN /EHS,USGS,3790,107.320672,6.68,2.035964645,0.08,1.3,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3790,107.3198358,299,91.13075282,1480,137.4953549,2.56,0.780249924,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
264,3/29/1957 7:50,CST,Yes,JV /Ale,USGS,1990,56.350432,4.65,1.417250838,-0.02,1.3,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1990,56.34999292,278,84.73026516,1010,93.83128948,1.97,0.600426699,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
263,2/19/1957 11:20,CST,Yes,JV /Ale,USGS,1270,35.962336,3.27,0.996647364,-0.02,1.6,Unspecified,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1270,35.96205578,203,61.87138068,752,69.86250465,1.69,0.515086864,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
262,1/15/1957 12:15,CST,Yes,JV,USGS,146,4.1342528,0.44,0.134105456,0,0.8,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,146,4.134220586,68,20.7253886,54.4,5.053883315,2.68,0.816824139,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
261,12/12/1956 11:45,CST,Yes,JV,USGS,660,18.689088,1.77,0.539469674,0,1.3,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,660,18.68894238,106,32.30722341,243,22.57525084,2.72,0.829015544,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
260,11/12/1956 11:30,CST,Yes,JV,USGS,45.6,1.29124608,1.12,0.341359342,0,1.1,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,45.6,1.291236019,27,8.229198415,28.4,2.638424378,1.61,0.490704054,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
259,10/9/1956 12:25,CDT,Yes,JV /JPH,USGS,26.2,0.74190016,0.91,0.277354465,0,0.8,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,26.2,0.741894379,26,7.924413289,20.8,1.93236715,1.26,0.384029259,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
258,9/21/1956 15:35,CDT,Yes,EHS,USGS,20.7,0.58615776,0.82,0.249923804,0,1.1,Unspecified,,NONE,1,Imported Channel 1,WADE,unspe,unkno,20.7,0.586153193,19,5.790917403,15.7,1.458565589,1.32,0.402316367,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
