Meas_number,date_time,time_datum,measurment_used,who,measuring_agency,stream_flow_cfs,gage_height_ft,gh_change_ft,meas_duration_hr,meas_rating,control,flow_adjust_code,channel_number,channel_name,meas_type,stream_flow_method,velocity_method,channel_flow_cfs,channel_flow_m3s,channel_width_ft,channel_width_m,channel_area_sqft,channel_area_m2,channel_vel_fts,channel_vel_ms,channel_stability,channel_material,channel_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,channel_loc_code,channel_loc_dist_ft
469,6/5/1991 9:40,CDT,Yes,LJL/JR,USGS,2860,3.97,-0.04,1.6,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2860,80.98541696,310,94.48338921,1460,135.6373096,1.96,0.597378848,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
468,4/23/1991 9:05,CDT,Yes,WEE,USGS,9360,7.83,-0.05,2.7,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,9360,265.0431828,340,103.626943,2780,258.2683017,3.37,1.027125876,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
467,3/19/1991 10:50,CST,Yes,LJL,USGS,2730,3.91,0.01,1.2,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2730,77.30426165,313,95.39774459,1380,128.2051282,1.98,0.60347455,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
466,2/26/1991 12:20,CST,Yes,REW,USGS,2260,3.07,0,0.8,Good,Clear,NONE,1,Imported Channel 1,UNSP,other,,2260,63.99546935,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
465,1/31/1991 9:55,CST,Yes,REW,USGS,4270,4.77,0,0.9,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,4270,120.9117939,319,97.22645535,1820,169.0821256,2.35,0.716245047,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
464,12/26/1990 10:30,CST,Yes,REW,USGS,4280,4.89,0,0.8,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,4280,121.1949596,317,96.6168851,1840,170.9401709,2.33,0.710149345,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
463,11/28/1990 15:05,CST,Yes,REW,USGS,3100,4.44,0.02,0.8,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3100,87.78139601,305,92.95946358,1710,158.8628763,1.81,0.551661079,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
462,10/29/1990 9:40,CST,Yes,REW,USGS,972,2.28,0,0.4,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,972,27.52371514,216,65.83358732,364,33.81642512,2.67,0.813776288,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
461,9/25/1990 14:00,CDT,Yes,REW,USGS,1030,2.42,0,0.5,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1030,29.16607674,234,71.3197196,404,37.53251579,2.55,0.777202073,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
460,8/28/1990 12:30,CDT,Yes,REW,USGS,803,2.15,0,0.4,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,803,22.73821322,209,63.70009144,317,29.45001858,2.53,0.77110637,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
459,8/2/1990 12:20,CDT,Yes,REW,USGS,1280,2.52,-0.01,0.9,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1280,36.24522158,287,87.4733313,1110,103.1215162,1.15,0.350502895,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
458,7/3/1990 10:15,CDT,Yes,REW,USGS,1440,2.7,0,0.7,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1440,40.77587427,300,91.43553795,1150,106.8376068,1.25,0.380981408,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
457,5/29/1990 9:45,CDT,Yes,GLA/SAT,USGS,44600,20.36,0.01,1,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,44600,1262.919439,670,204.2060347,9850,915.0873281,4.53,1.380676623,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
456,4/27/1990 9:55,CDT,Yes,REW,USGS,4490,4.89,0,0.7,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,4490,127.1414413,325,99.05516611,2060,191.3786696,2.18,0.664431576,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
455,3/28/1990 10:20,CST,Yes,REW/DM,USGS,3790,4.38,0.02,1.1,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3790,107.3198358,313,95.39774459,1790,166.2950576,2.12,0.646144468,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
454,3/19/1990 11:30,CST,Yes,ML,USGS,9970,8.04,0.32,2.7,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,9970,282.3162962,348,106.065224,3070,285.2099591,3.25,0.990551661,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
453,2/27/1990 14:10,CST,Yes,ML,USGS,4320,4.72,0.01,1.2,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,4320,122.3276228,323,98.44559585,2020,187.662579,2.14,0.652240171,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
452,1/30/1990 15:05,CST,Yes,REW,USGS,1780,2.8,0,0.8,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1780,50.40351126,295,89.91161231,1390,129.1341509,1.28,0.390124962,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
451,12/27/1989 14:00,CST,Yes,REW/ML,USGS,681,1.97,0.04,0.5,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,681,19.28359054,208,63.39530631,327,30.37904125,2.08,0.633953063,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
450,11/22/1989 9:50,CST,Yes,GLA/ML,USGS,760,1.86,0,0.7,Good,Clear,NONE,1,Imported Channel 1,UNSP,other,,760,21.52060031,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
449,10/5/1989 13:10,CDT,Yes,REW,USGS,603,1.75,0,0.4,Good,Clear,NONE,1,Imported Channel 1,UNSP,other,,603,17.07489735,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
448,8/28/1989 9:45,CDT,Yes,REW/BD,USGS,1300,2.47,-0.02,1.3,Good,Clear,NONE,1,Imported Channel 1,UNSP,other,,1300,36.81155316,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
447,7/27/1989 10:30,CDT,Yes,REW,USGS,778,2.01,0,0.5,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,778,22.03029874,205,62.48095093,350,32.51579339,2.22,0.676622981,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
446,6/27/1989 13:05,CDT,Yes,REW,USGS,1170,2.35,0,0.5,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1170,33.13039785,290,88.38768668,1240,115.1988109,0.94,0.286498019,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
445,5/25/1989 9:00,CDT,Yes,REW,USGS,7090,6.85,0,0.7,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,7090,200.7645476,335,102.1030174,2670,248.0490524,2.66,0.810728436,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
444,4/27/1989 13:40,CDT,Yes,REW,USGS,1820,2.92,0,0.7,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1820,51.53617443,300,91.43553795,1400,130.0631735,1.3,0.396220664,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
443,3/27/1989 14:05,CST,Yes,REW,USGS,3420,4.16,0,0.9,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3420,96.8427014,309,94.17860408,1820,169.0821256,1.88,0.572996038,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
442,3/1/1989 13:35,CST,Yes,REW,USGS,2920,3.84,-0.01,0.6,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2920,82.68441172,310,94.48338921,1700,157.9338536,1.72,0.524230418,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
441,1/26/1989 9:15,CST,Yes,GLA,USGS,1990,3.15,0.02,1,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1990,56.34999292,304,92.65467845,1510,140.2824229,1.32,0.402316367,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
440,12/27/1988 14:00,CST,Yes,RRH/CF,USGS,4200,5.4,0.07,2,Poor,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,4200,118.9296333,306,93.2642487,1950,181.1594203,2.15,0.655288022,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
439,12/7/1988 11:20,CST,Yes,RRH/DT,USGS,2940,3.83,0.01,1.5,Unspecified,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2940,83.25074331,310,94.48338921,1750,162.5789669,1.68,0.512039012,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
438,10/12/1988 12:21,CDT,Yes,HSH,USGS,954,2.22,0,1.3,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,954,27.01401671,212,64.61444681,406,37.71832033,2.35,0.716245047,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
436,7/25/1988 10:15,CDT,Yes,GLA,USGS,1800,2.99,-0.01,0.9,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1800,50.96984284,310,94.48338921,1400,130.0631735,1.29,0.393172813,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
435,6/28/1988 9:30,CDT,Yes,REW,USGS,675,1.78,0,0.7,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,675,19.11369107,285,86.86376105,1020,94.76031215,0.66,0.201158183,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
434,5/24/1988 9:50,CDT,Yes,LJL,USGS,1920,3.1,0,1.1,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1920,54.36783237,305,92.95946358,1380,128.2051282,1.39,0.423651326,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
433,4/26/1988 9:15,CDT,Yes,SCK,USGS,2310,3.38,0,1.6,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2310,65.41129832,315,96.00731484,1590,147.7146042,1.45,0.441938433,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
432,3/30/1988 13:20,CST,Yes,REW,USGS,15000,10.36,-0.02,1.1,Unspecified,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,15000,424.7486904,425,129.5336788,4100,380.8992939,3.66,1.115513563,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
431,2/22/1988 12:50,CST,Yes,REW,USGS,14900,10.29,-0.11,1,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,14900,421.9170324,427,130.143249,4170,387.4024526,3.57,1.088082902,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
430,1/27/1988 14:05,CST,Yes,REW,USGS,2550,3.75,0,0.7,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2550,72.20727736,318,96.92167022,1620,150.5016722,1.57,0.478512649,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
429,12/28/1987 11:00,CST,Yes,REW,USGS,35100,18.82,0.08,1.5,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,35100,993.9119354,638,194.4529107,8650,803.604608,4.06,1.237427614,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
428,10/29/1987 13:30,CST,Yes,GLA,USGS,749,2.1,0,0.7,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,749,21.20911794,190,57.90917403,314,29.17131178,2.39,0.728436452,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
427,9/28/1987 12:15,CDT,Yes,RRH,USGS,528,1.79,0.01,4,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,528,14.9511539,180,54.86132277,256,23.7829803,2.06,0.627857361,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
426,1987-09-04 -- --,--,Yes,RRH/JS,USGS,518,1.85,0,1.5,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,518,14.66798811,173,52.72782688,235,21.8320327,2.2,0.670527278,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
425,1987-08-13 -- --,--,Yes,REW/JS,USGS,673,1.96,0.01,0.5,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,673,19.05705791,280,85.33983542,1160,107.7666295,0.58,0.176775373,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
424,1987-07-10 -- --,--,Yes,REW,USGS,2670,3.96,-0.03,0.8,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2670,75.60526688,325,99.05516611,1780,165.3660349,1.5,0.45717769,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
423,1987-06-04 -- --,--,Yes,GLA,USGS,1110,2.47,0,0.8,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1110,31.43140309,297,90.52118257,1300,120.7729469,0.85,0.259067358,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
422,1987-05-15 -- --,--,Yes,HSH,USGS,1380,2.81,0,1.1,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1380,39.07687951,296,90.21639744,1340,124.4890375,1.03,0.31392868,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
421,1987-04-09 -- --,--,Yes,GLA/GBM,USGS,2010,3.46,0,0.7,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2010,56.91632451,311,94.78817434,1490,138.4243776,1.35,0.411459921,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
420,1987-03-12 -- --,--,Yes,REW,USGS,2590,3.84,0,0.7,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2590,73.33994054,315,96.00731484,1720,159.7918989,1.51,0.460225541,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
419,1987-02-12 -- --,--,Yes,REW,USGS,1700,3.23,0,0.8,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1700,48.13818491,305,92.95946358,1500,139.3534002,1.13,0.344407193,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
418,1987-01-15 -- --,--,Yes,REW,USGS,1590,3.16,0,0.4,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1590,45.02336118,307,93.56903383,1510,140.2824229,1.05,0.320024383,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
417,1986-12-10 -- --,--,Yes,REW,USGS,3400,4.45,0,0.8,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3400,96.27636981,330,100.5790917,1950,181.1594203,1.74,0.53032612,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
416,1986-11-18 -- --,--,Yes,LLG,USGS,2340,3.69,0,1,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2340,66.2607957,317,96.6168851,1690,157.0048309,1.38,0.420603475,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
415,1986-10-03 -- --,--,Yes,GBM/LLG,USGS,54200,22.35,0.25,1.5,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,54200,1534.758601,654,199.3294727,10800,1003.344482,5.02,1.530021335,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
413,1985-05-10 -- --,--,Yes,LL,USGS,4530,5.55,0,0.6,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,4530,128.2741045,350,106.6747943,2080,193.236715,2.18,0.664431576,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
412,1985-02-25 -- --,--,Yes,G/K,USGS,61900,23.88,0.34,1.4,Good,,NONE,1,Imported Channel 1,UNSP,other,,61900,1752.796262,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
411,1984-06-22 -- --,--,Yes,HSH,USGS,2100,3.38,-0.01,,Fair,,NONE,1,Imported Channel 1,UNSP,other,,2100,59.46481665,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
410,1982-12-06 -- --,--,Yes,T/L,USGS,120000,32.53,-0.32,1.6,Unspecified,,NONE,1,Imported Channel 1,UNSP,other,,120000,3397.989523,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
409,1981-06-22 -- --,--,No,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,
408,1979-04-14 -- --,--,Yes,HSH,USGS,57500,22.66,0.11,1,Good,,NONE,1,Imported Channel 1,UNSP,other,,57500,1628.203313,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
407,1978-03-28 -- --,--,Yes,G/F,USGS,35000,19.17,-0.1,1.3,Good,,NONE,1,Imported Channel 1,UNSP,other,,35000,991.0802775,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
406,1977-06-27 -- --,--,Yes,H/M,USGS,6330,6.61,-0.1,0.8,Good,,NONE,1,Imported Channel 1,UNSP,other,,6330,179.2439473,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
405,1975-10-19 -- --,--,Yes,HSH,USGS,1590,2.34,0,0.8,Good,,NONE,1,Imported Channel 1,UNSP,other,,1590,45.02336118,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
404,1974-03-13 -- --,--,Yes,H/K,USGS,25700,15.99,0.08,1.3,Good,,NONE,1,Imported Channel 1,UNSP,other,,25700,727.7360895,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
403,1973-06-22 -- --,--,Yes,G,USGS,1930,2.4,0,0.6,Good,,NONE,1,Imported Channel 1,UNSP,other,,1930,54.65099816,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
402,1973-01-26 -- --,--,Yes,H/L,USGS,7210,6.84,-0.08,1.2,Good,,NONE,1,Imported Channel 1,UNSP,other,,7210,204.1625372,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
401,1972-04-18 -- --,--,Yes,G,USGS,11700,8.79,0.12,0.5,Good,,NONE,1,Imported Channel 1,UNSP,other,,11700,331.3039785,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
400,1971-09-20 -- --,--,Yes,G,USGS,727,0.55,0,0.3,Good,,NONE,1,Imported Channel 1,UNSP,other,,727,20.58615319,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
399,1971-04-07 -- --,--,Yes,G,USGS,1270,1.45,0,0.5,Good,,NONE,1,Imported Channel 1,UNSP,other,,1270,35.96205578,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
398,1971-02-10 -- --,--,Yes,G,USGS,1860,1.95,0,,Good,,NONE,1,Imported Channel 1,UNSP,other,,1860,52.6688376,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
397,1970-10-15 -- --,--,Yes,G,USGS,1880,2.53,0,0.6,Good,,NONE,1,Imported Channel 1,UNSP,other,,1880,53.23516919,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
396,1970-05-27 -- --,--,Yes,G,USGS,1390,1.68,0,0.7,Good,,NONE,1,Imported Channel 1,UNSP,other,,1390,39.36004531,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
395,1970-03-05 -- --,--,Yes,G,USGS,3810,4.06,0.08,0.8,Good,,NONE,1,Imported Channel 1,UNSP,other,,3810,107.8861674,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
394,1969-09-23 -- --,--,Yes,G,USGS,755,0.81,0,0.8,Fair,,NONE,1,Imported Channel 1,UNSP,other,,755,21.37901741,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
393,1969-08-06 -- --,--,Yes,G,USGS,702,0.92,0,0.8,Good,,NONE,1,Imported Channel 1,UNSP,other,,702,19.87823871,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
392,1969-05-22 -- --,--,Yes,G,USGS,2030,2.68,-0.05,0.8,Fair,,NONE,1,Imported Channel 1,UNSP,other,,2030,57.4826561,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
391,1969-03-05 -- --,--,Yes,G,USGS,3940,3.98,-0.02,1.5,Good,,NONE,1,Imported Channel 1,UNSP,other,,3940,111.5673227,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
390,1969-02-02 -- --,--,Yes,A/M,USGS,44000,21.45,-0.1,2.4,Good,,NONE,1,Imported Channel 1,UNSP,other,,44000,1245.929492,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
389,1968-10-31 -- --,--,Yes,M,USGS,594,0.5,0,0.8,Good,,NONE,1,Imported Channel 1,UNSP,other,,594,16.82004814,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
388,1968-09-05 -- --,--,Yes,M,USGS,673,0.6,-0.01,1,Good,,NONE,1,Imported Channel 1,UNSP,other,,673,19.05705791,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
387,1968-06-13 -- --,--,Yes,G/L,USGS,1690,1.93,0,0.6,Good,,NONE,1,Imported Channel 1,UNSP,other,,1690,47.85501911,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
386,1967-05-16 -- --,--,Yes,M,USGS,17800,12.79,0.07,2.3,Good,,NONE,1,Imported Channel 1,UNSP,other,,17800,504.0351126,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
385,1966-08-15 -- --,--,Yes,C,USGS,625,0.79,0,2,Good,,NONE,1,Imported Channel 1,UNSP,other,,625,17.6978621,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
384,1966-02-12 -- --,--,Yes,H/G,USGS,39400,19.73,0.44,3,Good,,NONE,1,Imported Channel 1,UNSP,other,,39400,1115.673227,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
383,1965-04-22 -- --,--,Yes,A,USGS,16800,12.02,-0.11,2,Good,,NONE,1,Imported Channel 1,UNSP,other,,16800,475.7185332,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
382,1965-04-06 -- --,--,Yes,R,USGS,15900,12.12,0.03,1.4,Good,,NONE,1,Imported Channel 1,UNSP,other,,15900,450.2336118,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
381,1964-10-06 -- --,--,Yes,G,USGS,378,0.55,0,0.8,Good,,NONE,1,Imported Channel 1,UNSP,other,,378,10.703667,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
380,1964-04-10 -- --,--,Yes,R,USGS,7520,6.58,-0.12,1.5,Good,,NONE,1,Imported Channel 1,UNSP,other,,7520,212.9406768,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
379,1959-10-07 -- --,--,Yes,N/S,USGS,1490,2.74,0.01,2.3,Good,,NONE,1,Imported Channel 1,UNSP,other,,1490,42.19170324,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
378,1959-08-28 -- --,--,Yes,A/S,USGS,506,0.86,0,3.3,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,506,14.32818915,116,35.35507467,169,15.70048309,3,0.914355379,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
377,1959-07-29 -- --,--,Yes,N,USGS,760,1.37,0,1.8,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,760,21.52060031,139,42.36513258,248,23.03976217,3.07,0.935690338,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
376,1959-06-25 -- --,--,Yes,N,USGS,1690,2.91,0.06,2.7,Good,,NONE,1,Imported Channel 1,UNSP,other,,1690,47.85501911,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
375,1959-04-17 -- --,--,Yes,M,USGS,1380,2.22,0,1.5,Good,,NONE,1,Imported Channel 1,UNSP,other,,1380,39.07687951,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
374,1959-03-20 -- --,--,Yes,M,USGS,3300,4.25,-0.01,1.5,Good,,NONE,1,Imported Channel 1,UNSP,other,,3300,93.44471188,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
373,1959-03-05 -- --,--,Yes,M,USGS,1800,2.92,0.01,1.3,Good,,NONE,1,Imported Channel 1,UNSP,other,,1800,50.96984284,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
372,1959-02-20 -- --,--,Yes,M,USGS,1800,2.87,0,2,Good,,NONE,1,Imported Channel 1,UNSP,other,,1800,50.96984284,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
371,1959-01-02 -- --,--,Yes,N,USGS,727,1.36,0.01,1.8,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,727,20.58615319,141,42.97470283,239,22.20364177,3.04,0.926546785,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
370,1958-12-06 -- --,--,Yes,N,USGS,1090,2.05,0,1.5,Good,,NONE,1,Imported Channel 1,UNSP,other,,1090,30.8650715,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
369,1958-10-18 -- --,--,Yes,N,USGS,802,1.58,-0.01,1.7,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,802,22.70989664,142,43.27948796,269,24.99070977,2.98,0.908259677,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
368,1958-09-16 -- --,--,Yes,M,USGS,2400,3.68,-0.01,1.5,Good,,NONE,1,Imported Channel 1,UNSP,other,,2400,67.95979046,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
367,1958-08-27 -- --,--,Yes,N,USGS,1180,2.13,0,1.7,Good,,NONE,1,Imported Channel 1,UNSP,other,,1180,33.41356364,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
366,1958-08-13 -- --,--,Yes,J/N,USGS,1950,3.29,-0.02,3.2,Good,,NONE,1,Imported Channel 1,UNSP,other,,1950,55.21732975,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
